,wind_950mb,wind_900mb,wind_850mb,wind_800mb,wind_750mb,wind_700mb,wind_650mb,wind_600mb,wind_550mb,wind_500mb,wind_450mb,wind_400mb,wind_350mb,wind_300mb,wind_250mb,wind_200mb,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,timepoint,cloudcover,highcloud,midcloud,lowcloud,temp2m,lifted_index,rh2m,msl_pressure,prec_amount,snow_depth,wind10m.direction,wind10m.speed,year,type,country,age,species_,fecha_limpia,fatal,sex,latitud,longitud,country2,fatal_N,fatal_Unknown,fatal_Y,fatal_N.1,fatal_Unknown.1,fatal_Y.1,species_.1,fecha_limpia.1,type.1,age_NORM
4353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Boating,australia,27.0,Unespecific,Apr,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,6.313925056346614
4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Unprovoked,usa,19.0,Unespecific,Apr,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,5.234668409736022
4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Unprovoked,australia,23.0,Unespecific,Mar,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,5.804526769363659
4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Unprovoked,australia,27.0,Unespecific,Mar,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,6.313925056346614
4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Unprovoked,papua new guinea,27.0,Tiger shark,Mar,Y,M,-5.6816069,144.2489081,HS,0.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,7.0,6.313925056346614
4360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Provoked,usa,27.0,Unespecific,Feb,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,6.313925056346614
4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Unprovoked,australia,25.0,Unespecific,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,6.06575989245481
4362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Unprovoked,australia,27.0,Unespecific,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,6.313925056346614
4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Provoked,australia,61.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,9.409941103104416
4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Boating,australia,27.0,Tiger shark,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,6.313925056346614
4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Unprovoked,australia,27.0,Unespecific,Unknown,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,7.0,6.313925056346614
4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Unprovoked,papua new guinea,27.0,Unespecific,Unknown,Y,M,-5.6816069,144.2489081,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,14.0,7.0,6.313925056346614
4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,Unprovoked,usa,27.0,Unespecific,Unknown,N,F,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,7.0,6.313925056346614
4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,australia,27.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,6.313925056346614
4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,australia,25.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,6.06575989245481
4372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,usa,27.0,Unespecific,Aug,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7.0,6.313925056346614
4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,usa,17.0,White shark,Dec,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,7.0,4.9204987475712345
4374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,usa,40.0,Unespecific,Dec,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,7.0,7.694116247373475
4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,papua new guinea,27.0,Unespecific,Oct,N,M,-5.6816069,144.2489081,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,7.0,6.313925056346614
4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Invalid,south africa,18.0,Tiger shark,Aug,Unknown,M,-28.8166236,24.991639,HS,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.08038032862004
4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Boating,usa,27.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,1.0,6.313925056346614
4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Provoked,usa,43.0,Lemon shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,4.0,7.970004721350402
4380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Provoked,usa,34.0,Lemon shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,4.0,7.099692669303527
4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Sea Disaster,usa,27.0,Unespecific,Jul,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,6.0,6.313925056346614
4382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Provoked,usa,34.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,4.0,7.099692669303527
4383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,usa,27.0,Tiger shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,7.0,6.313925056346614
4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,usa,27.0,White shark,May,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,7.0,6.313925056346614
4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,australia,27.0,Tiger shark,May,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,7.0,6.313925056346614
4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Boating,australia,27.0,White shark,Apr,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,6.313925056346614
4391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,australia,27.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,6.313925056346614
4393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,papua new guinea,27.0,Unespecific,Unknown,N,M,-5.6816069,144.2489081,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,7.0,6.313925056346614
4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,papua new guinea,27.0,Tiger shark,Unknown,Y,M,-5.6816069,144.2489081,HS,0.0,0.0,1.0,0.0,0.0,1.0,2.0,14.0,7.0,6.313925056346614
4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,papua new guinea,27.0,Unespecific,Unknown,Y,M,-5.6816069,144.2489081,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,14.0,7.0,6.313925056346614
4396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,Unprovoked,usa,27.0,Unespecific,Unknown,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,14.0,7.0,6.313925056346614
4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Provoked,australia,18.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,5.08038032862004
4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,australia,21.0,Unespecific,Dec,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,7.0,5.528303710887473
4401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,south africa,23.0,White shark,Nov,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0,7.0,5.804526769363659
4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,south africa,24.0,White shark,Nov,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0,7.0,5.936887022671936
4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,australia,42.0,Unespecific,Oct,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,12.0,7.0,7.8794524631908
4409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,australia,56.0,Unespecific,Sep,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,13.0,7.0,9.040872891499236
4414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,usa,13.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,4.212483084143039
4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,usa,27.0,Unespecific,Jun,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,7.0,6.313925056346614
4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Provoked,australia,23.0,Unespecific,Mar,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,4.0,5.804526769363659
4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,australia,27.0,Unespecific,Mar,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,6.313925056346614
4422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,south africa,19.0,Unespecific,Mar,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,7.0,5.234668409736022
4423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,south africa,31.0,Lemon shark,Feb,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,7.0,6.776989545291685
4424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,australia,20.0,Unespecific,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,5.383838360482004
4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,australia,14.0,Unespecific,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,7.0,4.401298165473145
4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Unprovoked,south africa,19.0,Unespecific,Jan,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,7.0,5.234668409736022
4427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,Invalid,australia,27.0,Tiger shark,Jan,Unknown,M,-24.7761086,134.755,HS,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,6.313925056346614
4429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,australia,19.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,5.234668409736022
4430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,australia,27.0,Unespecific,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,7.0,6.313925056346614
4431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,australia,20.0,Unespecific,Dec,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,7.0,5.383838360482004
4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Provoked,australia,17.0,Unespecific,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,4.0,4.9204987475712345
4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,australia,21.0,White shark,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0,7.0,5.528303710887473
4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Boating,australia,18.0,Unespecific,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,1.0,5.08038032862004
4435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,usa,31.0,White shark,Oct,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,4.0,12.0,7.0,6.776989545291685
4436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,australia,25.0,Unespecific,Oct,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,7.0,6.06575989245481
4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Boating,australia,27.0,White shark,Jul,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,1.0,6.313925056346614
4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,usa,11.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,3.804859608483185
4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Invalid,usa,27.0,Tiger shark,Jul,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,6.313925056346614
4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,usa,21.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,5.528303710887473
4446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,usa,16.0,Unespecific,Jun,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,4.754472937004027
4447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Sea Disaster,usa,25.0,Unespecific,Jun,Y,M,39.7837304,-100.445882,HN,0.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,6.0,6.06575989245481
4448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,south africa,27.0,Unespecific,May,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,7.0,6.313925056346614
4450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Sea Disaster,australia,50.0,Unespecific,Apr,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,6.0,8.568961017177946
4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,south africa,27.0,Unespecific,Apr,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,6.313925056346614
4452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,south africa,27.0,Tiger shark,Mar,N,M,-28.8166236,24.991639,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,7.0,6.313925056346614
4453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,south africa,20.0,Unespecific,Mar,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,7.0,5.383838360482004
4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Invalid,australia,27.0,Lemon shark,Mar,Unknown,M,-24.7761086,134.755,HS,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,6.313925056346614
4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,australia,27.0,Tiger shark,Feb,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,7.0,6.313925056346614
4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,south africa,14.0,White shark,Feb,Y,M,-28.8166236,24.991639,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,7.0,4.401298165473145
4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Invalid,usa,27.0,Tiger shark,Jan,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,6.313925056346614
4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,australia,27.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,6.313925056346614
4459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Boating,australia,27.0,White shark,Unknown,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,4.0,14.0,1.0,6.313925056346614
4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Unprovoked,usa,27.0,Unespecific,Unknown,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,7.0,6.313925056346614
4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950.0,Invalid,usa,27.0,White shark,Unknown,Unknown,M,39.7837304,-100.445882,HN,0.0,1.0,0.0,0.0,1.0,0.0,4.0,14.0,3.0,6.313925056346614
4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,australia,35.0,Grey shark,Dec,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,7.203188258363141
4474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,australia,36.0,Unespecific,Nov,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,7.0,7.304806540050455
4475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Invalid,australia,27.0,Tiger shark,Nov,Unknown,M,-24.7761086,134.755,HS,0.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,3.0,6.313925056346614
4476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,australia,21.0,Unespecific,Aug,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,5.528303710887473
4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,australia,34.0,Unespecific,Aug,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,7.0,7.099692669303527
4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,australia,18.0,Unespecific,Aug,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,5.08038032862004
4483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,usa,16.0,Unespecific,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,4.754472937004027
4484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Provoked,usa,16.0,Tiger shark,Jul,N,M,39.7837304,-100.445882,HN,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,4.0,4.754472937004027
4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,australia,22.0,Tiger shark,May,N,F,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,7.0,5.668426724383542
4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Provoked,australia,26.0,Unespecific,May,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,4.0,6.191371446042166
4488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Provoked,australia,27.0,Unespecific,Apr,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,6.313925056346614
4489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,australia,13.0,Unespecific,Apr,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,7.0,4.212483084143039
4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Boating,australia,27.0,Unespecific,Mar,Unknown,M,-24.7761086,134.755,HS,0.0,1.0,0.0,0.0,1.0,0.0,3.0,8.0,1.0,6.313925056346614
4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,australia,20.0,White shark,Jan,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,7.0,5.383838360482004
4493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Invalid,australia,32.0,Lemon shark,Jan,Unknown,M,-24.7761086,134.755,HS,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,6.886696297701842
4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,australia,27.0,Unespecific,Jan,N,M,-24.7761086,134.755,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,6.313925056346614
4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Invalid,australia,27.0,Tiger shark,Jan,Unknown,M,-24.7761086,134.755,HS,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,6.313925056346614
4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,papua new guinea,27.0,Unespecific,Unknown,N,M,-5.6816069,144.2489081,HS,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,7.0,6.313925056346614
4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,Unprovoked,papua new guinea,18.0,Unespecific,Unknown,Y,M,-5.6816069,144.2489081,HS,0.0,0.0,1.0,0.0,0.0,1.0,3.0,14.0,7.0,5.08038032862004
4501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,Unprovoked,australia,17.0,Tiger shark,Dec,Y,M,-24.7761086,134.755,HS,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,7.0,4.9204987475712345
